Subject_ID,zfALFF_rHipp_L,zfALFF_mAmyg_L,zfALFF_17Networks_RH_ContA_PFCl_4,zfALFF_17Networks_RH_ContA_PFCl_1,zfALFF_17Networks_RH_SalVentAttnB_PFCl_1,zfALFF_17Networks_RH_SalVentAttnB_PFClv_1,zfALFF_17Networks_RH_SomMotB_S2_6,zfALFF_17Networks_RH_SomMotB_S2_1,zfALFF_17Networks_RH_SomMotA_1,zfALFF_17Networks_LH_LimbicA_TempPole_6,zfALFF_17Networks_LH_SalVentAttnA_Ins_1,zDCbin_17Networks_LH_SalVentAttnA_FrMed_2,zDCbin_17Networks_LH_SalVentAttnA_FrMed_1
sub-2523,-0.901423482,-0.472416257,-0.3336612443,0.3443454069,0.2266945712,0.2715228072,0.04389037471,-0.03334873134,-0.1771641446,-0.1430150054,-0.4296181219,0.299381478,0.291161337
sub-2564,-0.1068334228,-0.3338994207,0.6715864508,1.044301886,0.964406324,0.5558538372,0.5443033897,0.4590746014,0.1690848521,-0.07096722021,-0.09602649311,-0.117814911,-0.004519353
sub-2582,-0.7336469728,-0.8112713235,0.5101889709,0.6208542821,0.3037539572,0.1819461821,0.1826631727,0.1748753483,0.3944595397,-0.06289700548,-0.2527327422,-0.065814243,-0.050124684
sub-2583,-0.4834274531,-0.1887376609,0.4965762616,0.1899555194,0.16979772,0.1013232981,-0.01492403844,-0.2672535724,-0.04056065849,0.08039009078,-0.2475058807,0.182269791,0.076768062
sub-2616,-0.6151909062,-0.710776913,-0.09139888782,0.05928793661,0.04764925667,0.1929923777,0.2411896749,-0.06065196605,0.09493376208,-0.1297303469,-0.216475882,0.059464063,0.181138241
sub-2654,-0.2039428986,0.3695270503,0.3819716036,0.3163348619,0.2401592415,0.2303918502,0.593279891,0.3518921015,0.1632490888,0.1943634766,-0.01147712889,-0.028782821,-0.054172472
sub-2675,-0.6220349618,-0.7304616395,0.06924867245,-0.04121403087,0.03721377021,0.3018082172,0.2776307335,0.2044196609,0.249823252,-0.009014881511,-0.2441075502,-0.004563129,0.051904208
sub-2704,-0.740195222,-0.5734536094,0.7642169862,0.9264205995,1.302130663,0.8416443282,0.2372407986,0.1789467677,0.3123155002,-0.1150467388,-0.1817438585,0.197457775,-0.079104
sub-2819,-0.3514159364,-0.3645244716,0.5914245115,0.5049993812,0.4681822244,0.4738617762,0.3785931111,0.1726356737,-0.06541592932,-0.09874914526,-0.1849885096,0.372081633,0.230454363
sub-3000,-0.5332660188,-0.591188855,0.7505181562,0.4763943261,0.5335860515,0.928269294,0.2219599684,0.1350430327,0.2046217926,-0.09970779149,-0.2265849235,0.129114047,0.045362668
sub-4042,-0.583931542,-0.7328591215,0.3187898704,0.847219268,0.5595166653,0.5140727853,0.2298865431,-0.09953560119,-0.04772970185,-0.09932580955,-0.06627876454,0.261152587,0.132567867
sub-4081,-0.5315350976,-0.4557827722,0.4289434023,0.5548322944,0.5598015334,0.4452870253,0.2192986652,-0.006841348056,0.3780198503,0.04894832434,-0.101989178,0.416214131,0.331230279
sub-4264,-0.4924535828,-0.43815223,1.001094062,0.3624057613,0.8971454306,0.7841690179,0.3084385548,-0.01986359036,0.02503224046,-0.1056640562,-0.2420619265,0.468216205,0.133843706
sub-4267,-0.6843927941,-0.515759455,0.6514297184,0.6864256761,0.9465842696,0.8000449579,0.347417996,0.009137715173,0.4531587185,-0.2678420782,-0.2465915424,0.348002541,0.024507653
sub-4278,-0.6193863439,-0.6313588619,0.4609766563,0.6764958546,0.5931004909,0.5482759901,0.1318100429,0.1541022097,-0.004174383813,-0.09179948792,-0.3512657321,0.223064038,0.010705829
sub-4312,-0.2952036213,-0.2919460477,0.401963842,0.4752980098,0.5706046283,0.06343045611,0.2782463373,0.1448629634,0.1838060436,0.1401494083,-0.05210819036,0.329507357,0.342580347
sub-4332,-0.7137074861,-0.5862744094,0.7419293014,0.7167113182,0.645866014,0.6893879665,0.36616661,0.04085498816,0.4993632448,-0.0364178576,-0.2999180748,0.041687163,0.047865473
sub-4350,-0.4968669849,-0.5529404262,0.2431530914,0.3307954232,0.6552355882,0.3401636214,-0.08029947554,-0.1294006887,0.1689007102,-0.15485179,-0.0174441579,-0.053014279,-0.021134113
sub-4359,-0.3471178286,0.1893320899,0.03563144403,0.3100738432,0.4872859643,0.5356612374,0.1454965306,0.03445876239,0.08804748337,0.1845054359,-0.00202977889,0.357943898,0.229512914
sub-4457,-0.01254049337,-0.3703984671,0.1355907867,0.3627737078,0.06335179446,0.1397902079,0.3992401834,-0.03665080871,0.2561092043,-0.01139723652,-0.002723975906,0.373338607,0.428261366
sub-4493,-0.09082224711,-0.1872809074,0.3909440164,0.7219112994,0.5080333283,0.3655954482,0.1040775701,-0.0697708263,-0.09661724221,-0.01787508745,-0.1116705405,-0.136568817,-0.084048514
sub-4545,-0.300674343,-0.4707901796,0.4753100106,0.6404237205,0.6259312104,0.741449524,0.0652728299,0.06758297494,0.01150375282,-0.2164418335,-0.06417703765,0.046778316,-0.101426593
sub-4576,-0.5792234065,-0.4747269567,0.6998262101,0.6403169107,0.816668562,0.9073179667,0.4007642917,0.3488540182,-0.0522963838,0.0918120537,-0.06463824344,0.213937607,0.236098011
sub-4656,-0.6473345515,-0.5270943744,0.6747887134,0.725061672,0.7217929097,1.003700238,0.2736508214,0.2414088366,0.1521433984,0.0645767233,-0.1323138221,0.141501612,0.070482073
sub-4789,-0.8216463239,0.08936916443,-0.04356412141,0.5394987979,0.3268916115,0.1514483186,0.05124658751,-0.04346676717,-0.2371240341,-0.08354739302,-0.3477896862,0.566443338,0.201254503
sub-4873,0.2249338228,-0.3314519653,0.2783497077,0.3705240113,0.157408531,0.2490635506,0.1297695634,0.09692195214,0.04400310107,-0.01831997689,-0.1276179813,-0.098400891,0.145591314
sub-4906,-0.07536489586,0.1256952009,-0.1661335947,0.002418246369,0.1337727784,-0.1234840708,-0.117218724,0.1216687502,0.02940446378,0.2715797065,0.01090938964,-0.093849614,0.032089247
sub-4925,0.7275286787,0.3571313545,-1.057166043,-1.029553868,-1.039300615,-0.9625810068,-0.9496493894,-0.9962677152,-0.6180905493,0.3539834721,0.4722577855,-0.400455688,-0.235461993
sub-4970,-0.5877707103,-0.6318481995,0.3942049799,0.730778352,0.5752744441,0.6763209385,0.19465792,0.01733309228,0.06737117284,-0.03306299822,-0.2259656991,0.165634147,0.144444219
sub-4987,-0.6201775523,-0.8599995961,0.4042981575,0.7558272145,1.322430438,0.5840416157,0.1723635953,0.2542657597,0.4825383492,-0.2225238331,-0.3516273632,-0.122054895,-0.114454583
sub-5051,-0.4561835241,-0.4375716758,0.5518279775,0.4933973819,0.5785485418,0.6759482781,0.3083642284,-0.04324955949,-0.08020125953,-0.05107022283,0.06398139583,0.152037073,0.220286086
sub-5117,-0.4023527192,-0.2599913232,0.7161010272,0.2736173468,0.6265286962,0.8825204974,0.4768279204,0.3904035446,0.1853340484,0.09294949729,0.01441547641,0.471386143,0.182721247
sub-5270,-0.5572947375,-0.42561164,0.469922618,0.4767552215,0.4035761383,0.4676749865,0.2081685813,0.1354499204,0.3802037842,0.1174777826,-0.1251234764,0.076979175,-0.088744323
sub-5363,-0.4076858378,-0.3768188111,0.6095606362,0.4485479581,0.1296459578,0.08137384381,0.368917291,0.0524975546,-0.07415827075,-0.09888949274,-0.07291836152,0.2621585,0.332918841
sub-5506,-0.5663008997,-0.782823491,0.5473598287,0.5525383575,0.5807512171,0.373761235,0.06480525046,0.2113368918,0.08771314867,-0.1122503168,-0.2948925988,0.438524918,0.06087785
sub-5519,-0.5393327636,-0.3850480664,0.9426183187,1.084544653,0.9886644604,0.7602058135,0.5172688491,0.4053438791,0.1611278972,-0.07872125374,-0.1720232336,0.443371082,0.107416274
sub-5532,-0.7319790455,-0.7843306698,0.814895898,0.5400589209,0.7450603614,0.7387937214,0.3237528816,0.09603247568,0.2642773914,0.007254065095,-0.1973877367,0.297641252,-0.018109933
sub-5579,-0.1589008906,0.3570821231,0.3184916333,0.1198505424,-0.3927552439,0.1244654464,0.3114619848,0.3377130266,0.07319841047,-0.0418307786,-0.148313897,0.098723253,0.247866284
sub-5588,-0.2920778573,-0.1268840481,0.4634291394,0.5206278979,0.3644555779,0.8603007525,0.3310230718,0.1535717878,-0.3924709971,0.06055742076,0.03398815935,0.267835309,0.097130522
sub-5606,-0.5298573739,-0.3250593704,0.397923819,0.723568884,0.001061058844,0.361708336,-0.03386021142,-0.03369889734,0.5792268329,-0.09758798954,-0.05349557619,0.006328984,-0.041947596
sub-5856,-0.5116485662,-0.3678131346,0.5851292964,0.6856342736,0.7738265688,0.5919495235,0.4236530421,0.3145273444,0.1256481648,-0.05883426915,-0.2229661645,0.181863744,0.044539974
sub-5927,-0.6250942714,-0.6142012323,0.2018071943,0.1166498184,0.377396596,0.05214837745,0.1913748926,0.1617346066,-0.08314784797,-0.1403449402,0.13406165,0.21615298,0.094471461
sub-5932,-0.5037955251,-0.5081715041,0.8609371426,0.7370987203,0.7297227267,0.6705318845,0.329933645,0.3600332712,-0.08320823616,-0.08251461049,-0.1231642052,0.20582266,0.31910897
sub-5946,-0.9057946518,-0.8061582648,0.6430767969,0.4233968041,0.4353450786,0.4394122381,0.178963121,-0.0361277119,0.02229512132,-0.2920697903,-0.4969504517,-0.000108012,0.163289639
sub-5965,-0.7998085449,-0.9815491366,0.4852533122,0.2885953117,0.312769856,0.84531143,0.252719428,0.06850944297,-0.08895295081,-0.1267304646,-0.396043816,0.15205023,0.035498114
sub-6015,-0.3652664986,-0.112163884,0.6347192405,0.3250183716,0.428482998,0.3919668398,0.3527951189,-0.2070371762,-0.4162714801,-0.02178434228,-0.04223405092,0.246579922,0.027164893
sub-6026,-0.6380655928,-0.7215831388,0.6749730559,0.7813966794,0.7065458353,0.5878521206,0.09600451781,-0.0739312392,0.05456220325,-0.1009861487,-0.2348045312,0.196545116,-0.066778249
sub-6039,-0.6057286948,-0.5947888783,0.5918060786,0.5612292405,0.6237877045,0.8807973219,-0.06025742723,0.2008995817,0.327041377,-0.04287212713,-0.1993844354,0.103772659,-0.021700132
sub-6047,-0.09048723911,-0.2352905697,0.9764406609,0.3217686221,0.317047451,0.378795503,0.3624049936,0.3683015746,0.3426611214,0.1124116909,-0.01609673583,0.121254798,0.082841838
sub-6102,-0.2606762684,-0.1543923776,0.05311654408,0.1010668969,0.06613593981,0.07026137959,0.1613875583,-0.2450955295,0.03041950478,0.1017331427,-0.2071185372,0.072672514,0.105886677
sub-6207,-0.6027351135,-0.8403859048,0.5793781524,0.5584555726,0.9047753551,0.5120917141,0.2567155253,0.2094704667,0.4807282115,-0.0005020079732,-0.3046579152,0.188882345,0.077764424
sub-6240,-0.6032361641,-0.5821004498,0.8262613434,0.9730175306,0.7336621422,0.8842923358,0.3283015761,0.4106220952,0.3575118668,0.01666562106,-0.1576143391,0.028000256,0.109951965
sub-6294,-0.5203011639,-0.07766325586,0.3066078847,0.6072824534,0.372183132,0.2852484773,0.01568551745,-0.02618447823,-0.04571866362,0.1539015491,-0.02197603018,-0.011933899,-0.124524236
sub-6298,-0.7190548697,-0.9158918562,0.6546928531,0.3664312571,0.365948541,0.4545520589,0.3258485039,0.1077789966,0.1862850747,-0.1792852128,-0.3778657791,0.212906164,0.096921853
sub-6315,-0.649663643,-0.7851480569,0.4424144327,0.5570870465,0.6382487975,0.5692362524,0.2227477093,0.1906610447,-0.2033270953,-0.09150330332,-0.3201570352,0.164095664,-0.139534968
sub-6392,0.3355825513,0.2690900404,0.6152087826,0.647466611,0.7624449084,0.6450468499,0.2020539657,0.4383615064,0.1455655064,0.4062029816,0.5111758373,0.099572291,-0.202372324
sub-6461,-0.8607777148,0.3606233222,0.05194998294,0.1979000831,0.1417724741,-0.08849098428,-0.0854888746,0.04144665908,0.09844336225,0.09493225862,-0.112956076,0.250429625,0.202123821
sub-6481,-0.6204791752,-0.2533087592,0.5258396862,0.8417663807,0.5414718209,0.4235123281,0.4656134598,0.2630218392,0.2168302355,0.06806798202,0.02540882149,0.156639812,0.1968086
sub-6515,-0.6331969345,-0.8362024808,0.09090465115,-0.2516642201,-0.07925129346,-0.2289231592,-0.1983526762,-0.2745535858,0.1611168262,-0.2153170975,-0.2119190186,0.032057251,0.157757038
sub-6618,-0.3973577412,-0.5040338584,0.1100848425,0.2920894989,0.2555946307,0.2711530689,0.1632632356,-0.1483558289,0.04423305177,-0.2784209388,-0.2409127175,0.502906908,0.257026108
sub-6634,-0.4281435982,-0.6542289349,1.034147886,0.7351185583,0.9527716331,1.097512116,0.3587482718,0.2276040031,0.5839870046,-0.1009325058,-0.1931196176,0.149589849,0.156263422
sub-6641,-0.5705984846,-0.5693267812,0.4634790637,0.4557761808,0.5522163857,0.4907330455,0.3384190668,-0.1466136948,0.06349216246,0.1263506133,-0.2350788264,0.057904067,0.120981435
sub-6657,-0.5333909698,-0.5387747716,0.1004548026,-0.02393458493,0.03906168871,0.02550822786,0.1633194488,-0.1932163312,-0.04890788468,0.2281656087,0.01724711015,0.448048279,0.288934444
sub-6700,-0.5943615695,-0.6458200429,0.6920977543,0.9512846293,0.6778101074,0.4014218401,0.1737603983,0.06767480747,0.3139740158,-0.2232122518,-0.2673819396,0.352560696,0.091700892
sub-6751,-0.6169280303,-0.3524277199,0.569943258,0.6527150894,0.8692709371,0.6658317418,0.5663718188,0.1405763318,0.1388310606,-0.2548119186,0.02349895121,0.638091049,0.107572383
sub-6761,-0.5198226795,-0.5972924336,0.5168343771,0.249298448,0.1234494066,0.630778217,0.03744062771,0.1627520355,0.3922807766,-0.1231285577,-0.2199718063,0.208035168,0.052288115
sub-6781,-0.02636484315,-0.07024307243,0.2986571563,0.2753085544,0.2053694155,0.1854091475,-0.04385225264,0.167164094,0.140596801,0.2449700055,0.1810300791,0.344803807,0.129090281
sub-6812,-0.3574428745,0.150454141,0.164364416,0.507359329,0.404642756,0.199716286,0.1158521005,0.3437161695,0.1818310781,-0.06171209533,-0.01625790601,0.213990369,0.124447122
sub-6820,-0.02442607587,-0.02629580256,0.4614824817,0.3666289587,0.2569646378,-0.05462999256,0.08958602284,0.1904000925,-0.1080870542,0.03146261922,-0.1182556201,0.167607356,0.279003806
sub-6845,-0.3485377655,-0.3408022119,0.5923595396,0.2427351323,0.450158677,0.4385396561,0.08015758384,0.1146412002,0.1941751962,-0.1489057606,-0.1753277985,0.292717888,0.209500254
sub-6909,-0.5011357796,-0.5352423087,0.4283533599,0.5428316742,0.73448585,0.5194358694,0.3842599767,0.362605974,0.3235939429,-0.2330558928,-0.04342513267,0.551903686,0.308420232
sub-6911,-0.4641387631,-0.4210827817,0.4803696693,0.3860938374,0.3883214136,0.5768256176,0.3137174534,0.2496011642,0.1087238604,-0.04537600169,0.07749841085,0.486020545,0.144099469
sub-6919,-0.3289677057,0.1614233217,-0.003483769621,0.1043859325,0.0240183802,0.1113306085,0.08356285948,-0.209301124,0.004955547273,0.1755019459,-0.2139435969,0.23788174,0.128217432
sub-6989,-0.6535339682,-0.5645367628,0.5304549276,0.1443624692,0.3911459424,0.3450832103,0.0603997213,0.01099696403,0.4096649109,-0.3339975804,0.04704331694,0.3376742,-0.087027571
sub-7019,-0.4449629075,-0.4130611161,0.7022384449,0.7104901843,0.4719546533,0.648932591,0.158576889,0.1350100282,-0.3144701546,-0.0541260172,-0.02780938096,-0.080949431,-0.110871152
sub-7020,-0.6733561563,-0.5459966636,0.6942904151,0.6286162447,0.2984087835,0.528953292,0.3394219652,0.2454598996,0.6156239515,-0.05368301755,-0.283099421,0.355061089,0.266934826
sub-7031,-0.4946600893,-0.3431985781,0.6633302176,0.5322680644,0.5827695589,0.5221111151,0.3801571154,0.007554116928,0.1753994995,-0.06071556828,-0.1648910212,-0.091463148,0.003967319
sub-7130,-0.7402152591,-0.481282247,0.0455430363,0.375010132,0.6110874627,0.1336688618,0.2397593336,-0.08006046334,0.1496064228,-0.02031230183,-0.2038685135,0.027923746,-0.043890156
